# M=32, N=16, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.01, PBC
# start time 2022-01-22 21:58:59
#                       V#               S₀₋₅(n=1)#                 S₁(n=1)                 S₂(n=1)#                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)
      1.270000000000E+00      1.043954072951E-01      4.644451896173E-02      3.525078124021E-02      3.108876946491E-02      2.889946819393E-02      2.751054372598E-02      2.652405534081E-02      2.576905689781E-02      2.516003011995E-02      2.464944131946E-02      2.444178855095E-01
      1.280000000000E+00      1.055886590437E-01      4.711347352941E-02      3.576480559119E-02      3.153940828808E-02      2.931537652078E-02      2.790364465431E-02      2.690040991968E-02      2.613219200279E-02      2.551220254780E-02      2.499220074799E-02      2.459998773833E-01
      1.290000000000E+00      1.067849378499E-01      4.778652498451E-02      3.628216440046E-02      3.199291398588E-02      2.973385887364E-02      2.829911113903E-02      2.727896731777E-02      2.649739537599E-02      2.586632793655E-02      2.533681202186E-02      2.475779813599E-01
      1.300000000000E+00      1.079842164236E-01      4.846366686658E-02      3.680285637748E-02      3.244928514288E-02      3.015491312871E-02      2.869694042815E-02      2.765972429036E-02      2.686466340464E-02      2.622240241665E-02      2.568327111484E-02      2.491522245999E-01
      1.310000000000E+00      1.091864680683E-01      4.914489297178E-02      3.732688045275E-02      3.290852055694E-02      3.057853736938E-02      2.909712997504E-02      2.804267780002E-02      2.723399268793E-02      2.658042233724E-02      2.603157422755E-02      2.507226341352E-01
      1.320000000000E+00      1.103916666726E-01      4.983019735330E-02      3.785423577862E-02      3.337061923993E-02      3.100472988705E-02      2.949967743914E-02      2.842782501727E-02      2.760538003770E-02      2.694038426677E-02      2.638171778794E-02      2.522892368719E-01
      1.330000000000E+00      1.115997867026E-01      5.051957432174E-02      3.838492172993E-02      3.383558041852E-02      3.143348918185E-02      2.990458068669E-02      2.881516332128E-02      2.797882247904E-02      2.730228499357E-02      2.673369845192E-02      2.538520595921E-01
      1.340000000000E+00      1.128108031937E-01      5.121301844556E-02      3.891893790481E-02      3.430340353497E-02      3.186481396344E-02      3.031183779147E-02      2.920469030058E-02      2.835431725103E-02      2.766612152649E-02      2.708751310383E-02      2.554111289561E-01
      1.350000000000E+00      1.140246917430E-01      5.191052455150E-02      3.945628412545E-02      3.477408824792E-02      3.229870315181E-02      3.072144703558E-02      2.959640375375E-02      2.873186180733E-02      2.803189109553E-02      2.744315885707E-02      2.569664715043E-01
      1.360000000000E+00      1.152414285019E-01      5.261208772499E-02      3.999696043883E-02      3.524763443324E-02      3.273515587809E-02      3.113340691017E-02      2.999030169018E-02      2.911145381693E-02      2.839959115247E-02      2.780063305460E-02      2.585181136594E-01
      1.370000000000E+00      1.164609901684E-01      5.331770331062E-02      4.054096711761E-02      3.572404218489E-02      3.317417148539E-02      3.154771611631E-02      3.038638233081E-02      2.949309116483E-02      2.876921937149E-02      2.815993326961E-02      2.600660817281E-01
      1.380000000000E+00      1.176833539806E-01      5.402736691261E-02      4.108830466086E-02      3.620331181571E-02      3.361574952966E-02      3.196437356571E-02      3.078464410890E-02      2.987677195275E-02      2.914077364990E-02      2.852105730603E-02      2.616104019033E-01
      1.390000000000E+00      1.189084977087E-01      5.474107439521E-02      4.163897379495E-02      3.668544385839E-02      3.405988978055E-02      3.238337838162E-02      3.118508567078E-02      3.026249449987E-02      2.951425210871E-02      2.888400319917E-02      2.631511002657E-01
      1.400000000000E+00      1.201363996490E-01      5.545882188326E-02      4.219297547440E-02      3.717043906631E-02      3.450659222230E-02      3.280472989963E-02      3.158770587669E-02      3.065025734355E-02      2.988965309344E-02      2.924876921630E-02      2.646882027855E-01
      1.410000000000E+00      1.213670386165E-01      5.618060576255E-02      4.275031088266E-02      3.765829841442E-02      3.495585705462E-02      3.322842766855E-02      3.199250380155E-02      3.104005924013E-02      3.026697517468E-02      2.961535385731E-02      2.662217353244E-01
      1.420000000000E+00      1.226003939388E-01      5.690642268035E-02      4.331098143309E-02      3.814902310025E-02      3.540768469364E-02      3.365447145124E-02      3.239947873576E-02      3.143189916563E-02      3.064621714888E-02      2.998375585529E-02      2.677517236371E-01
      1.430000000000E+00      1.238364454489E-01      5.763626954587E-02      4.387498876976E-02      3.864261454474E-02      3.586207577278E-02      3.408286122553E-02      3.280863018609E-02      3.182577631658E-02      3.102737803904E-02      3.035397417717E-02      2.692781933729E-01
      1.440000000000E+00      1.250751734795E-01      5.837014353072E-02      4.444233476838E-02      3.913907439326E-02      3.631903114375E-02      3.451359718509E-02      3.321995787647E-02      3.222169011078E-02      3.141045709542E-02      3.072600802439E-02      2.708011700772E-01
      1.450000000000E+00      1.263165588563E-01      5.910804206934E-02      4.501302153715E-02      3.963840451651E-02      3.677855187744E-02      3.494667974036E-02      3.363346174888E-02      3.261964018812E-02      3.179545379630E-02      3.109985683353E-02      2.723206791932E-01
      1.460000000000E+00      1.275605828918E-01      5.984996285947E-02      4.558705141771E-02      4.014060701152E-02      3.724063926493E-02      3.538210951942E-02      3.404914196417E-02      3.301962641137E-02      3.218236784868E-02      3.147552027696E-02      2.738367460630E-01
      1.470000000000E+00      1.288072273793E-01      6.059590386262E-02      4.616442698601E-02      4.064568420261E-02      3.770529481843E-02      3.581988736899E-02      3.446699890299E-02      3.342164886699E-02      3.257119918909E-02      3.185299826352E-02      2.753493959291E-01
      1.480000000000E+00      1.300564745872E-01      6.134586330443E-02      4.674515105323E-02      4.115363864235E-02      3.817252027227E-02      3.626001435530E-02      3.488703316665E-02      3.382570786599E-02      3.296194798429E-02      3.223229093919E-02      2.768586539359E-01
      1.490000000000E+00      1.313083072523E-01      6.209983967513E-02      4.732922666668E-02      4.166447311255E-02      3.864231758389E-02      3.670249176508E-02      3.530924557801E-02      3.423180394475E-02      3.335461463207E-02      3.261339868776E-02      2.783645451305E-01
      1.500000000000E+00      1.325627085748E-01      6.285783172993E-02      4.791665711070E-02      4.217819062527E-02      3.911468893480E-02      3.714732110649E-02      3.573363718238E-02      3.463993786588E-02      3.374919976203E-02      3.299632213153E-02      2.798670944640E-01
      1.510000000000E+00      1.338196622119E-01      6.361983848939E-02      4.850744590755E-02      4.269479442377E-02      3.958963673164E-02      3.759450411009E-02      3.616020924846E-02      3.505011061902E-02      3.414570423635E-02      3.338106213198E-02      2.813663267926E-01
      1.520000000000E+00      1.350791522724E-01      6.438585923974E-02      4.910159681832E-02      4.321428798350E-02      4.006716360712E-02      3.804404272981E-02      3.658896326922E-02      3.546232342178E-02      3.454412915056E-02      3.376761979051E-02      2.828622668787E-01
      1.530000000000E+00      1.363411633108E-01      6.515589353326E-02      4.969911384380E-02      4.373667501311E-02      4.054727242105E-02      3.849593914391E-02      3.701990096286E-02      3.587657772055E-02      3.494447583437E-02      3.415599644907E-02      2.843549393915E-01
      1.540000000000E+00      1.376056803220E-01      6.592994118854E-02      5.030000122535E-02      4.426195945541E-02      4.102996626136E-02      3.895019575597E-02      3.745302427368E-02      3.629287519136E-02      3.534674585243E-02      3.454619369095E-02      2.858443689080E-01
      1.550000000000E+00      1.388726887352E-01      6.670800229076E-02      5.090426344577E-02      4.479014548836E-02      4.151524844506E-02      3.940681519585E-02      3.788833537308E-02      3.671121774080E-02      3.575094100519E-02      3.493821334141E-02      2.873305799138E-01
      1.560000000000E+00      1.401421744091E-01      6.749007719189E-02      5.151190523014E-02      4.532123752603E-02      4.200312251928E-02      3.986580032067E-02      3.832583666044E-02      3.713160750686E-02      3.615706332961E-02      3.533205746845E-02      2.888135968036E-01
      1.570000000000E+00      1.414141236255E-01      6.827616651091E-02      5.212293154661E-02      4.585524021955E-02      4.249359226225E-02      4.032715421579E-02      3.876553076407E-02      3.755404685983E-02      3.656511510006E-02      3.572772838348E-02      2.902934438818E-01
      1.580000000000E+00      1.426885230844E-01      6.906627113391E-02      5.273734760725E-02      4.639215845807E-02      4.298666168430E-02      4.079088019578E-02      3.920742054214E-02      3.797853840314E-02      3.697509882907E-02      3.612522864206E-02      2.917701453630E-01
      1.590000000000E+00      1.439653598985E-01      6.986039221426E-02      5.335515886878E-02      4.693199736969E-02      4.348233502882E-02      4.125698180539E-02      3.965150908360E-02      3.840508497427E-02      3.738701726814E-02      3.652456104460E-02      2.932437253722E-01
      1.600000000000E+00      1.452446215873E-01      7.065853117254E-02      5.397637103336E-02      4.747476232236E-02      4.398061677325E-02      4.172546282050E-02      4.009779970914E-02      3.883368964563E-02      3.780087340857E-02      3.692572863707E-02      2.947142079453E-01
      1.610000000000E+00      1.465262960720E-01      7.146068969666E-02      5.460099004925E-02      4.802045892480E-02      4.448151163005E-02      4.219632724909E-02      4.054629597205E-02      3.926435572539E-02      3.821667048225E-02      3.732873471170E-02      2.961816170292E-01
      1.620000000000E+00      1.478103716697E-01      7.226686974164E-02      5.522902211155E-02      4.856909302735E-02      4.498502454758E-02      4.266957933216E-02      4.099700165919E-02      3.969708675838E-02      3.863441196241E-02      3.773358280771E-02      2.976459764816E-01
      1.630000000000E+00      1.490968370883E-01      7.307707352962E-02      5.586047366277E-02      4.912067072282E-02      4.549116071114E-02      4.314522354469E-02      4.144992079185E-02      4.013188652692E-02      3.905410156449E-02      3.814027671195E-02      2.991073100713E-01
      1.640000000000E+00      1.503856814202E-01      7.389130354952E-02      5.649535139350E-02      4.967519834731E-02      4.599992554375E-02      4.362326459654E-02      4.190505762668E-02      4.056875905169E-02      3.947574324686E-02      3.854882045966E-02      3.005656414777E-01
      1.650000000000E+00      1.516768941378E-01      7.470956255684E-02      5.713366224291E-02      5.023268248100E-02      4.651132470713E-02      4.410370743333E-02      4.236241665652E-02      4.100770859255E-02      3.989934121160E-02      3.895921833510E-02      3.020209942909E-01
      1.660000000000E+00      1.529704650867E-01      7.553185357323E-02      5.777541339925E-02      5.079312994890E-02      4.702536410250E-02      4.458655723736E-02      4.282200261132E-02      4.144873964937E-02      4.032489990529E-02      3.937147487223E-02      3.034733920108E-01
      1.670000000000E+00      1.542663844809E-01      7.635817988612E-02      5.842061230033E-02      5.135654782156E-02      4.754204987143E-02      4.507181942845E-02      4.328382045894E-02      4.189185696284E-02      4.075242401972E-02      3.978559485537E-02      3.049228580468E-01
      1.680000000000E+00      1.555646428969E-01      7.718854504807E-02      5.906926663384E-02      5.192294341571E-02      4.806138839664E-02      4.555949966473E-02      4.374787540599E-02      4.233706551526E-02      4.118191849264E-02      4.020158331984E-02      3.063694157172E-01
      1.690000000000E+00      1.568652312673E-01      7.802295287620E-02      5.972138433774E-02      5.249232429493E-02      4.858338630276E-02      4.604960384353E-02      4.421417289864E-02      4.278437053129E-02      4.161338850847E-02      4.061944555259E-02      3.078130882484E-01
      1.700000000000E+00      1.581681408758E-01      7.886140745143E-02      6.037697360045E-02      5.306469827019E-02      4.910805045704E-02      4.654213810208E-02      4.468271862338E-02      4.323377747874E-02      4.204683949899E-02      4.103918709281E-02      3.092538987738E-01
      1.710000000000E+00      1.594733633506E-01      7.970391311759E-02      6.103604286105E-02      5.364007340037E-02      4.963538797004E-02      4.703710881828E-02      4.515351850778E-02      4.368529206927E-02      4.248227714401E-02      4.146081373250E-02      3.106918703327E-01
      1.720000000000E+00      1.607808906588E-01      8.055047448046E-02      6.169860080935E-02      5.421845799273E-02      5.016540619628E-02      4.753452261141E-02      4.562657872121E-02      4.413892025905E-02      4.291970737202E-02      4.188433151705E-02      3.121270258691E-01
      1.730000000000E+00      1.620907150998E-01      8.140109640670E-02      6.236465638592E-02      5.479986060328E-02      5.069811273478E-02      4.803438634278E-02      4.610190567550E-02      4.459466824951E-02      4.335913636081E-02      4.230974674577E-02      3.135593882306E-01
      1.740000000000E+00      1.634028292993E-01      8.225578402255E-02      6.303421878200E-02      5.538429003710E-02      5.123351542966E-02      4.853670711634E-02      4.657950602560E-02      4.505254248789E-02      4.380057053804E-02      4.273706597238E-02      3.149889801664E-01
      1.750000000000E+00      1.647172262030E-01      8.311454271251E-02      6.370729743929E-02      5.597175534864E-02      5.177162237053E-02      4.904149227927E-02      4.705938667020E-02      4.551254966789E-02      4.424401658181E-02      4.316629600551E-02      3.164158243257E-01
      1.760000000000E+00      1.660338990698E-01      8.397737811781E-02      6.438390204967E-02      5.656226584182E-02      5.231244189296E-02      4.954874942249E-02      4.754155475223E-02      4.597469673018E-02      4.468948142116E-02      4.359744390914E-02      3.178399432562E-01
      1.770000000000E+00      1.673528414656E-01      8.484429613471E-02      6.506404255482E-02      5.715583107016E-02      5.285598257882E-02      5.005848638110E-02      4.802601765945E-02      4.643899086295E-02      4.513697223657E-02      4.403051700300E-02      3.192613594014E-01
      1.780000000000E+00      1.686740472557E-01      8.571530291271E-02      6.574772914567E-02      5.775246083675E-02      5.340225325650E-02      5.057071123483E-02      4.851278302483E-02      4.690543950235E-02      4.558649646036E-02      4.446552286291E-02      3.206800950990E-01
      1.790000000000E+00      1.699975105988E-01      8.659040485246E-02      6.643497226177E-02      5.835216519419E-02      5.395126300114E-02      5.108543230832E-02      4.900185872698E-02      4.737405033293E-02      4.603806177710E-02      4.490246932112E-02      3.220961725781E-01
      1.800000000000E+00      1.713232259392E-01      8.746960860368E-02      6.712578259054E-02      5.895495444432E-02      5.450302113475E-02      5.160265817142E-02      4.949325289052E-02      4.784483128795E-02      4.649167612394E-02      4.534136446659E-02      3.235096139568E-01
      1.810000000000E+00      1.726511879997E-01      8.835292106267E-02      6.782017106629E-02      5.956083913797E-02      5.505753722617E-02      5.212239763936E-02      4.998697388628E-02      4.831779054971E-02      4.694734769088E-02      4.578221664518E-02      3.249204412390E-01
      1.820000000000E+00      1.739813917741E-01      8.924034936981E-02      6.851814886921E-02      6.016983007450E-02      5.561482109108E-02      5.264465977289E-02      5.048303033158E-02      4.879293654981E-02      4.740508492099E-02      4.622503445983E-02      3.263286763121E-01
      1.830000000000E+00      1.753138325195E-01      9.013190090673E-02      6.921972742413E-02      6.078193830124E-02      5.617488279176E-02      5.316945387826E-02      5.098143109028E-02      4.927027796924E-02      4.786489651056E-02      4.666982677066E-02      3.277343409432E-01
      1.840000000000E+00      1.766485057483E-01      9.102758329331E-02      6.992491839916E-02      6.139717511284E-02      5.673773263681E-02      5.369678950721E-02      5.148218527290E-02      4.974982373855E-02      4.832679140921E-02      4.711660269498E-02      3.291374567760E-01
      1.850000000000E+00      1.779854072202E-01      9.192740438447E-02      7.063373370407E-02      6.201555205043E-02      5.730338118081E-02      5.422667645677E-02      5.198530223652E-02      5.023158303782E-02      4.879077881987E-02      4.756537160729E-02      3.305380453269E-01
      1.860000000000E+00      1.793245329337E-01      9.283137226666E-02      7.134618548865E-02      6.263708090068E-02      5.787183922375E-02      5.475912476898E-02      5.249079158468E-02      5.071556529660E-02      4.925686819875E-02      4.801614313917E-02      3.319361279814E-01
      1.870000000000E+00      1.806658791175E-01      9.373949525416E-02      7.206228614067E-02      6.326177369466E-02      5.844311781043E-02      5.529414473059E-02      5.299866316718E-02      5.120178019374E-02      4.972506925518E-02      4.846892717907E-02      3.333317259900E-01
      1.880000000000E+00      1.820094422216E-01      9.465178188508E-02      7.278204828384E-02      6.388964270660E-02      5.901722822965E-02      5.583174687247E-02      5.350892707966E-02      5.169023765719E-02      5.019539195134E-02      4.892373387205E-02      3.347248604637E-01
      1.890000000000E+00      1.833552189083E-01      9.556824091713E-02      7.350548477544E-02      6.452070045240E-02      5.959418201334E-02      5.637194196910E-02      5.402159366326E-02      5.218094786357E-02      5.066784650201E-02      4.938057361946E-02      3.361155523695E-01
      1.900000000000E+00      1.847032060425E-01      9.648888132301E-02      7.423260870374E-02      6.515495968808E-02      6.017399093545E-02      5.691474103777E-02      5.453667350401E-02      5.267392123777E-02      5.114244337405E-02      4.983945707839E-02      3.375038225258E-01
      1.910000000000E+00      1.860534006824E-01      9.741371228567E-02      7.496343338524E-02      6.579243340792E-02      6.075666701080E-02      5.746015533770E-02      5.505417743217E-02      5.316916845236E-02      5.161919328594E-02      5.030039516123E-02      3.388896915970E-01
      1.920000000000E+00      1.874058000690E-01      9.834274319307E-02      7.569797236161E-02      6.643313484247E-02      6.134222249362E-02      5.800819636908E-02      5.557411652143E-02      5.366670042687E-02      5.209810720707E-02      5.076339903490E-02      3.402731800883E-01
      1.930000000000E+00      1.887604016159E-01      9.927598363276E-02      7.643623939646E-02      6.707707745637E-02      6.193066987605E-02      5.855887587184E-02      5.609650208794E-02      5.416652832706E-02      5.257919635703E-02      5.122848012015E-02      3.416543083404E-01
      1.940000000000E+00      1.901172028989E-01      1.002134433861E-01      7.717824847172E-02      6.772427494589E-02      6.252202188639E-02      5.911220582438E-02      5.662134568927E-02      5.466866356385E-02      5.306247220467E-02      5.169565009063E-02      3.430330965232E-01
      1.950000000000E+00      1.914762016446E-01      1.011551324220E-01      7.792401378388E-02      6.837474123635E-02      6.311629148716E-02      5.966819844202E-02      5.714865912314E-02      5.517311779235E-02      5.354794646712E-02      5.216492087187E-02      3.444095646299E-01
      1.960000000000E+00      1.928373957194E-01      1.021010608906E-01      7.867354973984E-02      6.902849047916E-02      6.371349187300E-02      6.022686617536E-02      5.767845442605E-02      5.567990291054E-02      5.403563110860E-02      5.263630464012E-02      3.457837324705E-01
      1.970000000000E+00      1.942007831174E-01      1.030512391162E-01      7.942687095257E-02      6.968553704878E-02      6.431363646833E-02      6.078822170848E-02      5.821074387172E-02      5.618903105792E-02      5.452553833911E-02      5.310981382107E-02      3.471556196652E-01
      1.980000000000E+00      1.955663619486E-01      1.040056775901E-01      8.018399223631E-02      7.034589553928E-02      6.491673892478E-02      6.135227795677E-02      5.874553996932E-02      5.670051461394E-02      5.501768061298E-02      5.358546108836E-02      3.485252456372E-01
      1.990000000000E+00      1.969341304263E-01      1.049643869629E-01      8.094492860159E-02      7.100958076073E-02      6.552281311845E-02      6.191904806484E-02      5.928285546162E-02      5.721436619631E-02      5.551207062724E-02      5.406325936206E-02      3.498926296055E-01
      2.000000000000E+00      1.983040868539E-01      1.059273780364E-01      8.170969524985E-02      7.167660773526E-02      6.613187314685E-02      6.248854540395E-02      5.982270332280E-02      5.773059865905E-02      5.600872131982E-02      5.454322180680E-02      3.512577905776E-01


 Calculation finished at  2022-01-30 22:45:29
